Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Leg_module_4_4bar,4.69582874246116E-05,-0.0147990308191147,0.0229851342034179,0,0,0,0.00683592925491239,2.34158176837936E-06,1.67093420859127E-09,8.8903465260157E-09,1.50934801971931E-06,8.10566623140943E-07,9.10986963067391E-07,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_4_4bar.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_4_4bar.STL,,Copy of Leg_4bar^Snapbot_V2.0-4,Origin_leg_4_4bar,Axis_leg_4_4bar,leg_4_4bar,continuous,0,0.00629999999999998,0.0804999999999999,-0.0165784581965504,0,0,Leg_module_4_2,1,0,0,,,,,,,,,,,,
Leg_module_5_1,-7.13831554352562E-08,0.00037379926348256,0.0154182547378586,0,0,0,0.0631785347734705,1.71877118759835E-05,-5.83199662802295E-11,-2.19039917603225E-11,1.51262656830483E-05,-2.63262708778828E-08,1.204757964373E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_1.STL,,Copy of Leg_1^Snapbot_V2.0-5,Origin_leg_5_1,,leg_5_1,fixed,-0.038925,0.06742,0.010329,-1.5708,0,0.5236,Body,0,0,0,,,,,,,,,,,,
Leg_module_5_2,-0.000290786260284726,0.000350550447562067,0.0424303491067748,0,0,0,0.0824270292834939,2.30529583875548E-05,-3.10383300606688E-09,1.49529130076263E-09,2.12214701575006E-05,-1.38478939738648E-07,2.44663283940795E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_2.STL,,Copy of Leg_2^Snapbot_V2.0-5,Origin_leg_5_2,Axis_leg_5_2,leg_5_2,continuous,0,0,0.03725,0,0,3.14159265358979,Leg_module_5_1,0,1,0,,,,,,,,,,,,
Leg_module_5_3,6.11807868255987E-10,0.000972841972881674,0.036226536455756,0,0,0,0.0151486232431239,1.00807802750981E-05,4.36350887675604E-12,4.34896913327235E-13,1.39066075568356E-05,-4.89507865435267E-07,4.80921677540981E-06,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_3.STL,,Copy of Leg_3^Snapbot_V2.0-5,Origin_leg_5_3,Axis_leg_5_3,leg_5_3,continuous,0,0.000300000000000029,0.05675,-0.0100573048452937,0,0,Leg_module_5_2,1,0,0,,,,,,,,,,,,
Leg_module_5_4,4.20069908638188E-05,-0.0390542107305775,-0.00135443895336307,0,0,0,0.0147333714620578,1.15244296621137E-05,1.33713862861039E-11,-7.93133413759109E-11,8.83035632388419E-07,-3.85544318353051E-07,1.19866218828097E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_4.STL,,Copy of Leg_4^Snapbot_V2.0-5,Origin_leg_5_4,Axis_leg_5_4,leg_5_4,continuous,0,-0.000603428117922931,0.0599969655441552,-0.0105798453598466,0,0,Leg_module_5_3,1,0,0,,,,,,,,,,,,
Leg_module_5_4bar,-0.00015304171257538,-0.0147990308191147,0.022985134203418,0,0,0,0.0068359292549124,2.34158176837936E-06,1.67093420859308E-09,8.89034652601355E-09,1.50934801971932E-06,8.10566623140944E-07,9.10986963067394E-07,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_4bar.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_5_4bar.STL,,Copy of Leg_4bar^Snapbot_V2.0-5,Origin_leg_5_4bar,Axis_leg_5_4bar,leg_5_4bar,continuous,0,0.00629999999999998,0.0804999999999999,-0.0165784581978622,0,0,Leg_module_5_2,1,0,0,,,,,,,,,,,,
Leg_module_6_1,-7.06897977737952E-08,-0.000373797370537153,-0.0154182586424687,0,0,0,0.0631785314514076,1.7187712394458E-05,5.81974168718273E-11,2.15669260543619E-11,1.51262641031604E-05,-2.6325612316197E-08,1.20475784011088E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_1.STL,,Copy of Leg_1^Snapbot_V2.0-6,Origin_leg_6_1,Axis_leg_6_1,leg_6_1,fixed,-0.0778499999999996,0,0.0103294742460733,-1.57079635260447,0,-1.5707963267949,Body,0,0,0,,,,,,,,,,,,
Leg_module_6_2,-0.000290780437134332,-0.000350551822552675,-0.042430335619155,0,0,0,0.0824272438246501,2.30529927654273E-05,3.09856153331148E-09,-1.49505361016693E-09,2.12215051825407E-05,-1.38478180823055E-07,2.44663952009307E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_2.STL,,Copy of Leg_2^Snapbot_V2.0-6,Origin_leg_6_2,Axis_leg_6_2,leg_6_2,continuous,0,0,-0.03725,0,0,0,Leg_module_6_1,0,1,0,,,,,,,,,,,,
Leg_module_6_3,1.53461921795353E-09,-0.000972842396856033,-0.0362265341654647,0,0,0,0.0151486257339541,1.00807806479728E-05,-4.43150114609997E-12,-7.07929839569502E-13,1.39066086911659E-05,-4.8950763038199E-07,4.80921761856375E-06,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_3.STL,,Copy of Leg_3^Snapbot_V2.0-6,Origin_leg_6_3,Axis_leg_6_3,leg_6_3,continuous,0,-0.000300000000000019,-0.0567500000000001,-0.0100573048452744,0,0,Leg_module_6_2,1,0,0,,,,,,,,,,,,
Leg_module_6_4,4.20620949157863E-05,0.0390542097616362,0.00135443910882849,0,0,0,0.014733377201628,1.15244298224563E-05,-1.39010916863797E-12,7.94739105085688E-11,8.83036037124617E-07,-3.85545325123704E-07,1.19866221928612E-05,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_4.STL,,Copy of Leg_4^Snapbot_V2.0-6,Origin_leg_6_4,Axis_leg_6_4,leg_6_4,continuous,0,0.000603428117921652,-0.0599969655441553,-0.0105798453581948,0,0,Leg_module_6_3,1,0,0,,,,,,,,,,,,
Leg_module_6_4bar,-0.000153041712575376,0.014799030819114,-0.0229851342034178,0,0,0,0.0068359292549124,2.34158176837936E-06,-1.67093420859223E-09,-8.89034652601449E-09,1.50934801971931E-06,8.10566623140944E-07,9.10986963067395E-07,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_4bar.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Snapbot_V2.0_URDF/meshes/Leg_module_6_4bar.STL,,Copy of Leg_4bar^Snapbot_V2.0-6,Origin_leg_6_4bar,Axis_leg_6_4bar,leg_6_4bar,continuous,0,-0.00629999999999998,-0.0805,-0.0165784581965372,0,0,Leg_module_6_2,1,0,0,,,,,,,,,,,,
